"subject";"product";"rep";"Energizing";"Familiarity";"Liking";"Relaxing";"Wanting"
"1108";"S035";"I4N";"1";4.5;5;4;3;2.5
"1109";"S035";"O1";"1";1;2;1;1;1
"1110";"S035";"O10";"1";3;4;5;5;4
"1111";"S035";"O11";"1";4;3;4;3;2
"1112";"S035";"O12";"1";2;3;5;4;4
"1113";"S035";"O2";"1";5;5;5;5;5
"1114";"S035";"O3";"1";2;3;4;5;4
"1115";"S035";"O4";"1";2;2;3;4;3
"1116";"S035";"O5";"1";2;4;5;4;5
"1117";"S035";"O6";"1";1;1;1;1;1
"1118";"S035";"O7";"1";4;4;5;5;5
"1119";"S035";"O8";"1";2;3;3;4;3
"1120";"S035";"O9";"1";1;2;2;1;1
"1121";"S036";"I11a";"1";1;1;1;1;1
"1122";"S036";"I11b";"1";1;1;1;1;1
"1123";"S036";"I12a";"1";4;4;5;5;5
"1124";"S036";"I12b";"1";2;3;3;2;2
"1125";"S036";"I1N";"1";3;4;5;4;5
"1126";"S036";"I21a";"1";2;2;2;2;2
"1127";"S036";"I21b";"1";2;3;3;3;3
"1128";"S036";"I22a";"1";3;3;3;4;3
"1129";"S036";"I22b";"1";3;3;4;4;3
"1130";"S036";"I2N";"1";2;3;3;2;3
"1131";"S036";"I31a";"1";2;3;2;2;2
"1132";"S036";"I31b";"1";2;3;1;2;1
"1133";"S036";"I32a";"1";3;4;5;5;2
"1134";"S036";"I32b";"1";4;4;5;5;3
"1135";"S036";"I3N";"1";4;4.5;5;4.5;3
"1136";"S036";"I41a";"1";1;3;3;1;2
"1137";"S036";"I41b";"1";2;3;3;1;2
"1138";"S036";"I42a";"1";3;3;3;3;2
"1139";"S036";"I42b";"1";3;3;3;4;2
"1140";"S036";"I4N";"1";2;3;3;2;2
"1141";"S036";"O1";"1";2;2;2;2;2
"1142";"S036";"O10";"1";3;2;4;3;2
"1143";"S036";"O11";"1";3;3;4;3;3
"1144";"S036";"O12";"1";3;2;4;4;3
"1145";"S036";"O2";"1";3;3;4;3;2
"1146";"S036";"O3";"1";2;3;3;3;2
"1147";"S036";"O4";"1";1;2;1;1;1
"1148";"S036";"O5";"1";4;3;5;3;4
"1149";"S036";"O6";"1";2;1;1;1;1
"1150";"S036";"O7";"1";4;3;3;2;2
"1151";"S036";"O8";"1";5;4;4;4;2
"1152";"S036";"O9";"1";1;2;2;1;2
"1153";"S037";"I11a";"1";1;1;1;1;1
"1154";"S037";"I11b";"1";1;1;1;1;1
"1155";"S037";"I12a";"1";1;5;5;1;5
"1156";"S037";"I12b";"1";1;1;4;1;3
"1157";"S037";"I1N";"1";1;5;3;1;3
"1158";"S037";"I21a";"1";1;3;2;1;1
"1159";"S037";"I21b";"1";1;3;3;1;1
"1160";"S037";"I22a";"1";1;5;5;1;5
"1161";"S037";"I22b";"1";1;3;4;3;5
"1162";"S037";"I2N";"1";1;5;5;4;2.5
"1163";"S037";"I31a";"1";1;1;3;1;1
"1164";"S037";"I31b";"1";1;1;2;1;1
"1165";"S037";"I32a";"1";1;3;4;1;3
"1166";"S037";"I32b";"1";1;2;3;1;3
"1167";"S037";"I3N";"1";1;5;4;1;2
"1168";"S037";"I41a";"1";1;5;1;1;1
"1169";"S037";"I41b";"1";1;3;1;1;1
"1170";"S037";"I42a";"1";1;4;4;1;1
"1171";"S037";"I42b";"1";1;1;2;1;1
"1172";"S037";"I4N";"1";1;5;4;1;2.5
"1173";"S037";"O1";"1";1;4;3;1;3
"1174";"S037";"O10";"1";1;4;5;3;5
"1175";"S037";"O11";"1";1;3;5;3;4
"1176";"S037";"O12";"1";1;5;5;5;4
"1177";"S037";"O2";"1";1;5;5;4;5
"1178";"S037";"O3";"1";1;5;5;5;5
"1179";"S037";"O4";"1";1;3;5;1;4
"1180";"S037";"O5";"1";2;4;4;1;3
"1181";"S037";"O6";"1";1;3;5;1;5
"1182";"S037";"O7";"1";1;3;5;4;5
"1183";"S037";"O8";"1";3;5;5;3;2
"1184";"S037";"O9";"1";1;1;1;1;1
"1185";"S038";"I11a";"1";1;1;1;1;1
"1186";"S038";"I11b";"1";1;1;1;1;1
"1187";"S038";"I12a";"1";1;1;2;2;2
"1188";"S038";"I12b";"1";1;1;2;1;1
"1189";"S038";"I1N";"1";1;2.5;3;2.5;3
"1190";"S038";"I21a";"1";1;1;2;1;1
"1191";"S038";"I21b";"1";1;4;2;1;2
"1192";"S038";"I22a";"1";4;2;5;5;5
"1193";"S038";"I22b";"1";3;2;5;4;5
"1194";"S038";"I2N";"1";1.5;2;3.5;2.5;3
"1195";"S038";"I31a";"1";1;4;4;3;4
"1196";"S038";"I31b";"1";1;2;3;1;2
"1197";"S038";"I32a";"1";1;4;4;4;4
"1198";"S038";"I32b";"1";1;3;4;3;5
"1199";"S038";"I3N";"1";1.5;2.5;3.5;3;3
"1200";"S038";"I41a";"1";1;1;1;1;1
"1201";"S038";"I41b";"1";1;2;2;1;1
"1202";"S038";"I42a";"1";1;5;5;4;5
"1203";"S038";"I42b";"1";2;4;5;5;5
"1204";"S038";"I4N";"1";1;4.5;4;1;4
"1205";"S038";"O1";"1";1;3;3;3;4
"1206";"S038";"O10";"1";1;5;5;5;5
"1207";"S038";"O11";"1";1;4;5;5;5
"1208";"S038";"O12";"1";2;4;5;5;4
"1209";"S038";"O2";"1";1;5;5;4;5
"1210";"S038";"O3";"1";1;5;5;4;5
"1211";"S038";"O4";"1";1;4;2;1;2
"1212";"S038";"O5";"1";1;2;2;1;2
"1213";"S038";"O6";"1";2;4;5;4;4
"1214";"S038";"O7";"1";1;5;5;5;5
"1215";"S038";"O8";"1";3;5;5;5;5
"1216";"S038";"O9";"1";1;1;1;1;1
"1217";"S039";"I11a";"1";1;1;1;1;1
"1218";"S039";"I11b";"1";1;1;4;1;1
"1219";"S039";"I12a";"1";1;1;1;1;1
"1220";"S039";"I12b";"1";1;4;4;1;1
"1221";"S039";"I1N";"1";2;5;5;3;5
"1222";"S039";"I21a";"1";1;1;1;1;1
"1223";"S039";"I21b";"1";1;1;1;1;1
"1224";"S039";"I22a";"1";1;1;2;2;1
"1225";"S039";"I22b";"1";1;1;1;2;1
"1226";"S039";"I2N";"1";1;1;1;1;1
"1227";"S039";"I31a";"1";1;1;1;1;1
"1228";"S039";"I31b";"1";1;1;1;1;1
"1229";"S039";"I32a";"1";4;2;5;4;4
"1230";"S039";"I32b";"1";4;1;4;4;5
"1231";"S039";"I3N";"1";2.5;4;3;3;3.5
"1232";"S039";"I41a";"1";1;4;4;1;3
"1233";"S039";"I41b";"1";1;3;1;1;1
"1234";"S039";"I42a";"1";3;5;5;4;5
"1235";"S039";"I42b";"1";1;1;1;3;1
"1236";"S039";"I4N";"1";1;4.5;3.5;1;1
"1237";"S039";"O1";"1";3;4;4;4;5
"1238";"S039";"O10";"1";3;4;5;3;5
"1239";"S039";"O11";"1";5;5;5;5;5
"1240";"S039";"O12";"1";1;3;4;2;4
"1241";"S039";"O2";"1";1;4;5;4;5
"1242";"S039";"O3";"1";3;4;4;3;4
"1243";"S039";"O4";"1";1;3;1;1;1
"1244";"S039";"O5";"1";4;2;4;3;4
"1245";"S039";"O6";"1";4;4;4;2;4
"1246";"S039";"O7";"1";4;4;5;4;5
"1247";"S039";"O8";"1";1;4;5;3;5
"1248";"S039";"O9";"1";1;3;1;1;1
"1249";"S040";"I11a";"1";1;1;1;1;1
"1250";"S040";"I11b";"1";1;1;1;1;1
"1251";"S040";"I12a";"1";4;4;5;3;5
"1252";"S040";"I12b";"1";2;2;3;3;4
"1253";"S040";"I1N";"1";2;2.5;2.5;2;2.5
"1254";"S040";"I21a";"1";1;2;2;1;2
"1255";"S040";"I21b";"1";2;4;4;4;4
"1256";"S040";"I22a";"1";2;4;4;4;4
"1257";"S040";"I22b";"1";2;4;5;5;5
"1258";"S040";"I2N";"1";2.5;3.5;3;3.5;3
"1259";"S040";"I31a";"1";4;3;3;2;3
"1260";"S040";"I31b";"1";1;1;1;1;1
"1261";"S040";"I32a";"1";2;4;4;4;4
"1262";"S040";"I32b";"1";2;4;5;4;5
"1263";"S040";"I3N";"1";3;4;4;3;4
"1264";"S040";"I41a";"1";1;1;1;1;1
"1265";"S040";"I41b";"1";1;2;2;1;1
"1266";"S040";"I42a";"1";3;5;5;4;5
"1267";"S040";"I42b";"1";2;3;5;4;4
"1268";"S040";"I4N";"1";3;5;4.5;3;4.5
"1269";"S040";"O1";"1";3;4;4;3;4
"1270";"S040";"O10";"1";4;4;4;3;4
"1271";"S040";"O11";"1";3;3;4;3;3
"1272";"S040";"O12";"1";3;5;4;4;4
"1273";"S040";"O2";"1";4;4;5;2;5
"1274";"S040";"O3";"1";3;4;4;3;4
"1275";"S040";"O4";"1";1;1;1;1;1
"1276";"S040";"O5";"1";4;4;4;3;4
"1277";"S040";"O6";"1";2;2;3;3;2
"1278";"S040";"O7";"1";4;4;4;2;4
"1279";"S040";"O8";"1";4;4;5;2;4
"1280";"S040";"O9";"1";1;2;1;1;1
"1281";"S041";"I11a";"1";1;1;1;1;1
"1282";"S041";"I11b";"1";1;1;1;1;1
"1283";"S041";"I12a";"1";3;5;5;3;5
"1284";"S041";"I12b";"1";1;1;1;1;1
"1285";"S041";"I1N";"1";3;5;3.5;3;3.5
"1286";"S041";"I21a";"1";1;2;1;1;1
"1287";"S041";"I21b";"1";1;2;1;1;1
"1288";"S041";"I22a";"1";4;4;4;4;4
"1289";"S041";"I22b";"1";3;4;4;4;4
"1290";"S041";"I2N";"1";2.5;4;3;2.5;3
"1291";"S041";"I31a";"1";1;1;1;1;1
"1292";"S041";"I31b";"1";1;1;2;1;2
"1293";"S041";"I32a";"1";3;4;5;4;5
"1294";"S041";"I32b";"1";3;4;5;4;5
"1295";"S041";"I3N";"1";3;4;5;4;5
"1296";"S041";"I41a";"1";2;4;1;2;1
"1297";"S041";"I41b";"1";1;2;1;1;1
"1298";"S041";"I42a";"1";5;5;5;5;5
"1299";"S041";"I42b";"1";4;4;4;4;4
"1300";"S041";"I4N";"1";4.5;5;5;5;5
"1301";"S041";"O1";"1";3;4;4;3;4
"1302";"S041";"O10";"1";4;4;4;4;4
"1303";"S041";"O11";"1";3;4;4;3;4
"1304";"S041";"O12";"1";2;3;3;4;3
"1305";"S041";"O2";"1";3;4;4;4;4
"1306";"S041";"O3";"1";1;4;3;3;3
"1307";"S041";"O4";"1";1;2;2;1;2
"1308";"S041";"O5";"1";1;1;1;1;1
"1309";"S041";"O6";"1";1;2;2;1;1
"1310";"S041";"O7";"1";5;5;5;4;5
"1311";"S041";"O8";"1";5;4;4;3;4
"1312";"S041";"O9";"1";1;1;1;1;1
"1313";"S042";"I11a";"1";1;2;2;1;1
"1314";"S042";"I11b";"1";2;1;1;1;1
"1315";"S042";"I12a";"1";5;5;5;5;5
"1316";"S042";"I12b";"1";2;1;2;1;1
"1317";"S042";"I1N";"1";3;5;4.5;3.5;3.5
"1318";"S042";"I21a";"1";1;1;1;1;1
"1319";"S042";"I21b";"1";3;3;4;3;3
"1320";"S042";"I22a";"1";4;5;5;4;5
"1321";"S042";"I22b";"1";3;2;3;2;3
"1322";"S042";"I2N";"1";1.5;3;2.5;2.5;2
"1323";"S042";"I31a";"1";1;2;1;1;1
"1324";"S042";"I31b";"1";3;4;3;2;3
"1325";"S042";"I32a";"1";3;3;4;3;4
"1326";"S042";"I32b";"1";5;3;4;4;5
"1327";"S042";"I3N";"1";4.5;3;5;4.5;5
"1328";"S042";"I41a";"1";1;1;1;1;1
"1329";"S042";"I41b";"1";2;2;2;2;2
"1330";"S042";"I42a";"1";5;5;5;4;5
"1331";"S042";"I42b";"1";4;2;4;2;4
"1332";"S042";"I4N";"1";3;5;3.5;3.5;3.5
"1333";"S042";"O1";"1";4;1;2;2;3
"1334";"S042";"O10";"1";5;4;5;4;5
"1335";"S042";"O11";"1";3;4;3;2;3
"1336";"S042";"O12";"1";3;2;3;2;2
"1337";"S042";"O2";"1";5;5;5;5;5
"1338";"S042";"O3";"1";5;5;5;5;5
"1339";"S042";"O4";"1";5;5;5;2;5
"1340";"S042";"O5";"1";4;4;4;5;4
"1341";"S042";"O6";"1";4;4;4;3;4
"1342";"S042";"O7";"1";3;5;5;4;4
"1343";"S042";"O8";"1";5;5;5;5;5
"1344";"S042";"O9";"1";3;1;3;3;3
"1345";"S043";"I11a";"1";1;1;1;1;1
"1346";"S043";"I11b";"1";1;1;1;1;1
"1347";"S043";"I12a";"1";2;5;5;2;5
"1348";"S043";"I12b";"1";2;5;4;2;4
"1349";"S043";"I1N";"1";2;4.5;4;2;4
"1350";"S043";"I21a";"1";2;4;4;2;4
"1351";"S043";"I21b";"1";2;4;4;2;4
"1352";"S043";"I22a";"1";2;4;4;2;4
"1353";"S043";"I22b";"1";2;4;4;2;4
"1354";"S043";"I2N";"1";2;3.5;4;2;3.5
"1355";"S043";"I31a";"1";2;2;3;2;3
"1356";"S043";"I31b";"1";1;1;1;1;1
"1357";"S043";"I32a";"1";2;3;4;3;5
"1358";"S043";"I32b";"1";2;4;4;3;5
"1359";"S043";"I3N";"1";2;4;4;3.5;4.5
"1360";"S043";"I41a";"1";2;3;1;2;2
"1361";"S043";"I41b";"1";3;4;4;3;4
"1362";"S043";"I42a";"1";4;5;5;4;5
"1363";"S043";"I42b";"1";4;5;5;4;5
"1364";"S043";"I4N";"1";4;5;4.5;4;4
"1365";"S043";"O1";"1";2;3;4;2;4
"1366";"S043";"O10";"1";4;3;4;3;4
"1367";"S043";"O11";"1";3;3;4;3;5
"1368";"S043";"O12";"1";3;3;4;3;4
"1369";"S043";"O2";"1";2;4;4;2;4
"1370";"S043";"O3";"1";4;4;5;5;5
"1371";"S043";"O4";"1";2;3;3;2;3
"1372";"S043";"O5";"1";4;4;4;3;5
"1373";"S043";"O6";"1";1;1;1;1;1
"1374";"S043";"O7";"1";4;4;5;4;5
"1375";"S043";"O8";"1";5;5;5;5;5
"1376";"S043";"O9";"1";1;3;2;1;2
"1377";"S044";"I11a";"1";1;1;1;1;1
"1378";"S044";"I11b";"1";1;1;1;1;1
"1379";"S044";"I12a";"1";3;5;5;4;5
"1380";"S044";"I12b";"1";1;2;2;1;1
"1381";"S044";"I1N";"1";3;5;4.5;3.5;3.5
"1382";"S044";"I21a";"1";1;1;1;1;1
"1383";"S044";"I21b";"1";1;1;1;1;1
"1384";"S044";"I22a";"1";3;4;4;3;3
"1385";"S044";"I22b";"1";3;3;4;3;3
"1386";"S044";"I2N";"1";2.5;3.5;3.5;2.5;2
"1387";"S044";"I31a";"1";1;1;1;1;1
"1388";"S044";"I31b";"1";1;2;2;1;1
"1389";"S044";"I32a";"1";3;4;5;4;5
"1390";"S044";"I32b";"1";2;3;3;3;3
"1391";"S044";"I3N";"1";2.5;5;5;4;5
"1392";"S044";"I41a";"1";1;4;1;1;1
"1393";"S044";"I41b";"1";1;4;1;1;1
"1394";"S044";"I42a";"1";3;5;5;3;2
"1395";"S044";"I42b";"1";3;2;4;2;2
"1396";"S044";"I4N";"1";3;5;5;3;2
"1397";"S044";"O1";"1";2;3;3;3;3
"1398";"S044";"O10";"1";4;5;5;3;4
"1399";"S044";"O11";"1";4;5;4;3;4
"1400";"S044";"O12";"1";2;3;3;2;2
"1401";"S044";"O2";"1";3;5;5;3;4
"1402";"S044";"O3";"1";3;5;5;5;5
"1403";"S044";"O4";"1";1;3;1;1;1
"1404";"S044";"O5";"1";3;4;4;3;3
"1405";"S044";"O6";"1";3;4;4;3;3
"1406";"S044";"O7";"1";5;5;5;2;4
"1407";"S044";"O8";"1";5;5;5;4;4
"1408";"S044";"O9";"1";1;1;1;1;1
"1409";"S045";"I11a";"1";1;1;1;1;1
"1410";"S045";"I11b";"1";1;1;1;1;1
"1411";"S045";"I12a";"1";5;5;5;5;5
"1412";"S045";"I12b";"1";3;1;3;2;2
"1413";"S045";"I1N";"1";3;4.5;5;4.5;5
"1414";"S045";"I21a";"1";1;1;1;1;1
"1415";"S045";"I21b";"1";3;3;3;3;3
"1416";"S045";"I22a";"1";2;3;4;2;4
"1417";"S045";"I22b";"1";2;2;2;2;3
"1418";"S045";"I2N";"1";2;3;2;2;2
"1419";"S045";"I31a";"1";2;2;4;2;2
"1420";"S045";"I31b";"1";2;1;2;2;2
"1421";"S045";"I32a";"1";3;4;5;3;5
"1422";"S045";"I32b";"1";3;4;5;3;5
"1423";"S045";"I3N";"1";3;4;5;3;4.5
"1424";"S045";"I41a";"1";1;1;1;1;1
"1425";"S045";"I41b";"1";1;2;1;1;1
"1426";"S045";"I42a";"1";3;4;5;3;5
"1427";"S045";"I42b";"1";5;4;5;5;5
"1428";"S045";"I4N";"1";3;4;4.5;3;4.5
"1429";"S045";"O1";"1";2;4;2;1;2
"1430";"S045";"O10";"1";2;1;3;2;1
"1431";"S045";"O11";"1";2;2;2;2;2
"1432";"S045";"O12";"1";2;1;2;2;2
"1433";"S045";"O2";"1";3;4;4;3;4
"1434";"S045";"O3";"1";5;5;5;5;5
"1435";"S045";"O4";"1";1;1;1;1;1
"1436";"S045";"O5";"1";2;1;1;1;1
"1437";"S045";"O6";"1";1;1;1;1;1
"1438";"S045";"O7";"1";2;2;4;2;2
"1439";"S045";"O8";"1";5;4;5;1;5
"1440";"S045";"O9";"1";1;1;1;1;1
"1441";"S046";"I11a";"1";1;1;1;1;1
"1442";"S046";"I11b";"1";1;1;1;1;1
"1443";"S046";"I12a";"1";3;5;5;4;3
"1444";"S046";"I12b";"1";4;5;4;5;3
"1445";"S046";"I1N";"1";3;5;3;3;3
"1446";"S046";"I21a";"1";3;4;3;3;4
"1447";"S046";"I21b";"1";1;3;3;1;2
"1448";"S046";"I22a";"1";3;4;4;4;4
"1449";"S046";"I22b";"1";3;4;4;4;4
"1450";"S046";"I2N";"1";1;3;2.5;2;1.5
"1451";"S046";"I31a";"1";1;1;1;1;1
"1452";"S046";"I31b";"1";1;3;1;1;1
"1453";"S046";"I32a";"1";4;4;5;4;5
"1454";"S046";"I32b";"1";4;5;5;4;5
"1455";"S046";"I3N";"1";3.5;4;4;3.5;3.5
"1456";"S046";"I41a";"1";1;3;1;1;1
"1457";"S046";"I41b";"1";1;4;1;1;1
"1458";"S046";"I42a";"1";3;5;4;3;3
"1459";"S046";"I42b";"1";3;4;1;3;1
"1460";"S046";"I4N";"1";2.5;4.5;2;2.5;2
"1461";"S046";"O1";"1";4;4;3;3;4
"1462";"S046";"O10";"1";5;5;5;5;5
"1463";"S046";"O11";"1";1;1;1;3;1
"1464";"S046";"O12";"1";3;4;4;4;4
"1465";"S046";"O2";"1";3;5;3;3;3
"1466";"S046";"O3";"1";3;3;3;3;3
"1467";"S046";"O4";"1";1;1;1;1;1
"1468";"S046";"O5";"1";3;5;3;4;3
"1469";"S046";"O6";"1";1;3;1;1;1
"1470";"S046";"O7";"1";3;5;3;3;3
"1471";"S046";"O8";"1";4;4;4;4;2
"1472";"S046";"O9";"1";1;3;1;1;1
"1473";"S047";"I11a";"1";1;1;1;1;1
"1474";"S047";"I11b";"1";1;1;1;1;1
"1475";"S047";"I12a";"1";3;5;5;5;5
"1476";"S047";"I12b";"1";1;1;1;1;1
"1477";"S047";"I1N";"1";1.5;4;3.5;2.5;3
"1478";"S047";"I21a";"1";1;1;1;1;1
"1479";"S047";"I21b";"1";1;1;1;1;1
"1480";"S047";"I22a";"1";3;5;4;4;4
"1481";"S047";"I22b";"1";5;1;4;4;5
"1482";"S047";"I2N";"1";1;4.5;2.5;1.5;1.5
"1483";"S047";"I31a";"1";1;1;1;1;1
"1484";"S047";"I31b";"1";1;1;1;1;1
"1485";"S047";"I32a";"1";2;1;1;1;1
"1486";"S047";"I32b";"1";2;1;2;2;1
"1487";"S047";"I3N";"1";1.5;3;3;3.5;2.5
"1488";"S047";"I41a";"1";1;1;1;1;1
"1489";"S047";"I41b";"1";1;1;1;1;1
"1490";"S047";"I42a";"1";2;5;4;4;5
"1491";"S047";"I42b";"1";4;4;4;3;5
"1492";"S047";"I4N";"1";1.5;4;3;3;2.5
"1493";"S047";"O1";"1";1;3;2;2;2
"1494";"S047";"O10";"1";2;4;3;3;3
"1495";"S047";"O11";"1";2;3;3;2;3
"1496";"S047";"O12";"1";2;4;3;3;4
"1497";"S047";"O2";"1";1;2;1;1;1
"1498";"S047";"O3";"1";3;4;4;4;4
"1499";"S047";"O4";"1";1;1;1;1;1
"1500";"S047";"O5";"1";1;1;2;1;2
"1501";"S047";"O6";"1";2;3;3;2;3
"1502";"S047";"O7";"1";4;4;4;3;4
"1503";"S047";"O8";"1";3;5;4;4;3
"1504";"S047";"O9";"1";1;2;1;1;1
"1505";"S048";"I11a";"1";1;3;1;1;1
"1506";"S048";"I11b";"1";1;1;1;1;1
"1507";"S048";"I12a";"1";4;5;5;4;5
"1508";"S048";"I12b";"1";1;4;1;1;1
"1509";"S048";"I1N";"1";2.5;5;4.5;3.5;4
"1510";"S048";"I21a";"1";1;1;1;1;1
"1511";"S048";"I21b";"1";1;1;1;1;1
"1512";"S048";"I22a";"1";2;4;4;4;3
"1513";"S048";"I22b";"1";1;1;3;3;3
"1514";"S048";"I2N";"1";2;3;3.5;2;2.5
"1515";"S048";"I31a";"1";1;2;2;1;1
"1516";"S048";"I31b";"1";4;3;3;1;2
"1517";"S048";"I32a";"1";3;5;5;4;4
"1518";"S048";"I32b";"1";4;3;5;5;4
"1519";"S048";"I3N";"1";3.5;5;5;5;5
"1520";"S048";"I41a";"1";1;4;1;1;1
"1521";"S048";"I41b";"1";1;2;2;1;1
"1522";"S048";"I42a";"1";3;5;5;3;4
"1523";"S048";"I42b";"1";1;1;2;2;1
"1524";"S048";"I4N";"1";3;5;4.5;2.5;3
"1525";"S048";"O1";"1";1;3;2;1;1
"1526";"S048";"O10";"1";1;4;3;2;4
"1527";"S048";"O11";"1";3;4;4;4;3
"1528";"S048";"O12";"1";2;4;5;4;5
"1529";"S048";"O2";"1";2;4;5;5;5
"1530";"S048";"O3";"1";2;4;5;4;5
"1531";"S048";"O4";"1";2;4;1;1;1
"1532";"S048";"O5";"1";1;2;2;1;1
"1533";"S048";"O6";"1";1;4;3;1;3
"1534";"S048";"O7";"1";1;3;1;4;1
"1535";"S048";"O8";"1";2;4;4;4;3
"1536";"S048";"O9";"1";1;1;1;1;1
"1537";"S049";"I11a";"1";1;1;1;1;1
"1538";"S049";"I11b";"1";1;1;1;1;1
"1539";"S049";"I12a";"1";5;5;5;5;5
"1540";"S049";"I12b";"1";1;1;3;1;3
"1541";"S049";"I1N";"1";5;5;5;3.5;4
"1542";"S049";"I21a";"1";3;4;4;3;3
"1543";"S049";"I21b";"1";3;3;4;3;2
"1544";"S049";"I22a";"1";2;5;5;4;3
"1545";"S049";"I22b";"1";3;4;5;4;4
"1546";"S049";"I2N";"1";2.5;5;4.5;4;4
"1547";"S049";"I31a";"1";1;1;1;1;1
"1548";"S049";"I31b";"1";1;2;1;1;1
"1549";"S049";"I32a";"1";5;5;5;5;5
"1550";"S049";"I32b";"1";5;5;5;5;5
"1551";"S049";"I3N";"1";5;5;5;5;5
"1552";"S049";"I41a";"1";1;3;1;1;1
"1553";"S049";"I41b";"1";1;3;1;1;1
"1554";"S049";"I42a";"1";5;5;5;5;5
"1555";"S049";"I42b";"1";5;5;5;5;5
"1556";"S049";"I4N";"1";4;5;4.5;3;3.5
"1557";"S049";"O1";"1";1;2;2;1;1
"1558";"S049";"O10";"1";3;4;4;3;4
"1559";"S049";"O11";"1";4;3;3;1;1
"1560";"S049";"O12";"1";2;2;2;2;2
"1561";"S049";"O2";"1";1;1;1;1;1
"1562";"S049";"O3";"1";3;4;5;4;5
"1563";"S049";"O4";"1";1;1;1;1;1
"1564";"S049";"O5";"1";4;5;5;3;5
"1565";"S049";"O6";"1";1;1;1;1;1
"1566";"S049";"O7";"1";4;5;5;3;5
"1567";"S049";"O8";"1";5;5;5;5;5
"1568";"S049";"O9";"1";1;1;2;1;1
"1569";"S050";"I11a";"1";1;1;1;1;1
"1570";"S050";"I11b";"1";1;1;1;1;1
"1571";"S050";"I12a";"1";5;5;5;4;5
"1572";"S050";"I12b";"1";1;1;2;1;2
"1573";"S050";"I1N";"1";1;5;2;1;1
"1574";"S050";"I21a";"1";1;1;1;1;1
"1575";"S050";"I21b";"1";3;5;4;3;3
"1576";"S050";"I22a";"1";4;5;5;3;5
"1577";"S050";"I22b";"1";5;4;5;5;5
"1578";"S050";"I2N";"1";1;3.5;1.5;1;1
"1579";"S050";"I31a";"1";1;5;1;1;2
"1580";"S050";"I31b";"1";1;1;1;1;1
"1581";"S050";"I32a";"1";4;5;5;5;5
"1582";"S050";"I32b";"1";5;5;5;5;5
"1583";"S050";"I3N";"1";3.5;5;5;5;5
"1584";"S050";"I41a";"1";1;2;1;1;1
"1585";"S050";"I41b";"1";1;4;1;1;1
"1586";"S050";"I42a";"1";4;4;5;4;5
"1587";"S050";"I42b";"1";1;5;1;1;1
"1588";"S050";"I4N";"1";1;5;1.5;1;2
"1589";"S050";"O1";"1";1;5;4;1;3
"1590";"S050";"O10";"1";5;3;5;5;5
"1591";"S050";"O11";"1";3;2;5;5;4
"1592";"S050";"O12";"1";3;4;5;5;5
"1593";"S050";"O2";"1";3;5;5;3;5
"1594";"S050";"O3";"1";3;5;5;5;5
"1595";"S050";"O4";"1";1;5;3;1;5
"1596";"S050";"O5";"1";5;5;5;3;5
"1597";"S050";"O6";"1";2;1;1;1;1
"1598";"S050";"O7";"1";4;5;5;5;3
"1599";"S050";"O8";"1";1;4;1;1;1
"1600";"S050";"O9";"1";1;3;1;1;1
"1601";"S051";"I11a";"1";2;3;4;3;3
"1602";"S051";"I11b";"1";1;1;1;1;1
"1603";"S051";"I12a";"1";1;4;5;3;4
"1604";"S051";"I12b";"1";1;1;2;1;1
"1605";"S051";"I1N";"1";1.5;2;2.5;1.5;2
"1606";"S051";"I21a";"1";1;2;3;2;3
"1607";"S051";"I21b";"1";1;1;3;1;1
"1608";"S051";"I22a";"1";1;4;4;4;2
"1609";"S051";"I22b";"1";2;1;4;3;4
"1610";"S051";"I2N";"1";1;1;2.5;1;1.5
"1611";"S051";"I31a";"1";2;2;3;2;3
"1612";"S051";"I31b";"1";2;4;4;4;4
"1613";"S051";"I32a";"1";2;3;5;4;5
"1614";"S051";"I32b";"1";2;2;4;4;4
"1615";"S051";"I3N";"1";2;4;5;4;4
"1616";"S051";"I41a";"1";1;1;2;1;1
"1617";"S051";"I41b";"1";2;2;3;2;2
"1618";"S051";"I42a";"1";2;3;3;2;3
"1619";"S051";"I42b";"1";4;2;4;1;3
"1620";"S051";"I4N";"1";3;3.5;3.5;2;3
"1621";"S051";"O1";"1";2;4;4;2;4
"1622";"S051";"O10";"1";4;5;4;4;4
"1623";"S051";"O11";"1";4;4;4;4;4
"1624";"S051";"O12";"1";2;3;4;4;3
"1625";"S051";"O2";"1";2;3;4;3;2
"1626";"S051";"O3";"1";2;4;5;4;4
"1627";"S051";"O4";"1";2;4;4;2;4
"1628";"S051";"O5";"1";4;3;4;2;4
"1629";"S051";"O6";"1";1;1;3;2;3
"1630";"S051";"O7";"1";3;4;3;5;3
"1631";"S051";"O8";"1";4;4;4;2;2
"1632";"S051";"O9";"1";2;2;4;4;3
"1633";"S052";"I11a";"1";1;2;1;1;1
"1634";"S052";"I11b";"1";1;1;1;1;1
"1635";"S052";"I12a";"1";5;5;5;5;5
"1636";"S052";"I12b";"1";1;1;1;1;1
"1637";"S052";"I1N";"1";4;5;4;4;4
"1638";"S052";"I21a";"1";1;2;2;1;2
"1639";"S052";"I21b";"1";2;2;3;2;2
"1640";"S052";"I22a";"1";4;4;4;4;4
"1641";"S052";"I22b";"1";1;1;2;1;2
"1642";"S052";"I2N";"1";3.5;4;4;3.5;3
"1643";"S052";"I31a";"1";2;3;2;3;2
